altitude_km,longueur_onde_um,pression_Pa,temperature_C,temperature_K,epaisseur_couche_m,CO2_ppm,H2O_ppm,CH4_ppm,O3_ppm,sigma_CO2_m2_molecule,sigma_H2O_m2_molecule,sigma_CH4_m2_molecule,sigma_O3_m2_molecule,tau_CO2,tau_H2O,tau_CH4,tau_O3,tau_total,emissivite
32,19.2,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,5.334085728653e-30,1.072315868335e-25,1.369275145730e-51,1.066595575598e-27,6.233962553487e-07,1.179500126945e-04,3.088344633077e-31,3.305220399732e-07,1.189039309898e-04,1.188968621976e-04
32,19.3,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,3.463857293440e-30,8.895162813382e-26,7.700000000000e-52,9.606058616171e-28,4.048220774169e-07,9.784286493744e-05,1.736703813609e-31,2.976774104972e-07,9.854536442536e-05,9.854050899039e-05
32,19.4,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,2.249365300761e-30,7.378788639903e-26,4.330028203966e-52,8.651485553516e-28,2.628840211310e-07,8.116341830301e-05,9.766203240081e-32,2.680966168777e-07,8.169439894102e-05,8.169106204448e-05
32,19.5,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,1.460696509019e-30,6.120913459892e-26,2.434953798330e-52,7.791770305950e-28,1.707120545574e-07,6.732734650444e-05,5.491939672105e-32,2.414553252839e-07,6.773951388428e-05,6.773721961517e-05
32,19.6,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,9.485494822647e-31,5.077470491686e-26,1.369275145730e-52,7.017486664588e-28,1.108572725182e-07,5.584993439293e-05,3.088344633077e-32,2.174614315799e-07,5.617825309703e-05,5.617667512847e-05
32,19.7,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,6.159706104238e-31,4.211905096008e-26,7.700000000000e-53,6.320145121587e-28,7.198867649996e-08,4.632909707038e-05,1.736703813609e-32,1.958518585962e-07,4.659693760547e-05,4.659585198508e-05
32,19.8,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,4.000000000000e-31,3.493894167740e-26,4.330028203966e-53,5.692099788303e-28,4.674812420055e-08,3.843129376403e-05,9.766203240081e-33,1.763896716622e-07,3.865443155989e-05,3.865368448697e-05
32,19.9,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,2.597526526305e-31,2.898283835251e-26,2.434953798330e-53,5.126464563184e-28,3.035737316648e-08,3.187984298795e-05,5.491939672105e-33,1.588614807748e-07,3.206906184189e-05,3.206854763504e-05
32,20.0,868.1,-44.50,228.65,1000.0,425.000000,4.000000,0.820200,1.126900,1.686786013714e-31,2.404208251995e-26,1.369275145730e-53,4.617037630224e-28,1.971352051722e-08,2.644522963959e-05,3.088344633077e-33,1.430751009180e-07,2.660801826103e-05,2.660766427087e-05
33,0.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.999576837330e-50,2.508392387320e-29,4.348028203966e-42,5.692099788303e-32,2.985274001934e-27,2.349582737945e-08,8.024333265665e-22,8.242847468781e-12,2.350407022692e-08,2.350406991258e-08
33,0.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.619127938759e-50,3.188321741814e-29,7.783548599005e-42,6.320145121587e-32,4.597102623134e-27,2.986464863093e-08,1.436462346103e-21,9.152332909704e-12,2.987380096384e-08,2.987380054442e-08
33,0.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,7.113117640157e-50,4.052553970717e-29,1.408054970151e-41,7.017486664588e-32,7.079200272381e-27,3.795981403197e-08,2.598580737484e-21,1.016216762561e-11,3.796997619960e-08,3.796997549710e-08
33,0.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.095367853706e-49,5.151046542839e-29,2.614953798330e-41,7.791770305950e-32,1.090144828273e-26,4.824926953449e-08,4.825925630606e-21,1.128342378602e-11,4.826055295828e-08,4.826055177709e-08
33,0.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.686786013715e-49,6.547298488403e-29,5.165514194016e-41,8.651485553516e-32,1.678742938304e-26,6.132780336239e-08,9.533012537385e-21,1.252839522289e-11,6.134033175762e-08,6.134032992655e-08
33,0.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.597526526305e-49,8.322020999139e-29,1.157798244206e-40,9.606058616171e-32,2.585140781129e-26,7.795142810685e-08,2.136729232215e-20,1.391073222433e-11,7.796533883910e-08,7.796533585402e-08
33,0.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.000000000001e-49,1.057780298820e-28,3.169275145730e-40,1.066595575598e-31,3.980926862459e-26,9.908108249771e-08,5.848931696610e-20,1.544559120098e-11,9.909652808897e-08,9.909652320950e-08
33,0.7,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,6.159706104239e-49,1.344504130728e-28,1.078981369883e-39,1.184279804384e-31,6.130334873803e-26,1.259381790753e-07,1.991271834780e-19,1.714980086602e-11,1.259553288764e-07,1.259553209509e-07
33,0.8,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,9.485494822648e-49,1.708947843083e-28,4.310985262454e-39,1.314948877680e-31,9.440265285797e-26,1.600752088251e-07,7.955970114856e-19,1.904204675089e-11,1.600942508727e-07,1.600942380886e-07
33,0.9,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.460696509020e-48,2.172178338504e-28,1.877000000000e-38,1.460035495421e-31,1.453731492664e-25,2.034654846541e-07,3.464023882347e-18,2.114307607976e-11,2.034866277337e-07,2.034866070089e-07
33,1.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.249365300762e-48,2.760973007450e-28,8.491787415076e-38,1.621130436380e-31,2.238639687321e-25,2.586172143971e-07,1.567168588686e-17,2.347592524913e-11,2.586406903381e-07,2.586406568916e-07
33,1.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,3.463857293441e-48,3.509367879018e-28,3.902331980041e-37,1.800000000000e-31,3.447340636795e-25,3.287185143489e-07,7.201796044596e-17,2.606617240670e-11,3.287445805934e-07,3.287445266009e-07
33,1.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,5.334085728654e-48,4.460626598445e-28,1.804330028204e-36,1.998605372702e-31,5.308651290963e-25,4.178218411564e-07,3.329910660274e-16,2.894221789878e-11,4.178507837073e-07,4.178506963770e-07
33,1.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,8.214100105830e-48,5.669749766961e-28,8.362559900503e-36,2.219124130996e-31,8.174932940555e-25,5.310790388403e-07,1.543319510543e-15,3.213559566134e-11,5.311111759792e-07,5.311110349293e-07
33,1.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.264911064068e-47,7.206701850961e-28,3.879351717203e-35,2.463974117167e-31,1.258879608392e-24,6.750435997227e-07,7.159385719986e-15,3.568131896873e-11,6.750792882011e-07,6.750790603194e-07
33,1.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.947870100664e-47,9.160723003851e-28,1.800243495380e-34,2.735839949315e-31,1.938582102078e-24,8.580745478957e-07,3.322368919571e-14,3.961826433111e-11,8.581141993837e-07,8.581138312147e-07
33,1.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.999576837330e-47,1.164699181689e-27,8.355292903323e-34,3.037702456419e-31,2.985274001934e-24,1.090960531546e-06,1.541978378323e-13,4.398959774960e-11,1.091004675342e-06,1.091004080189e-06
33,1.7,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.619127938758e-47,1.482174185479e-27,3.878059442057e-33,3.372871361149e-31,4.597102623134e-24,1.388335771721e-06,7.157000812172e-13,4.884324800297e-11,1.388385330669e-06,1.388384366918e-06
33,1.8,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,7.113117640157e-47,1.893885885044e-27,1.800013692751e-32,3.745021568791e-31,7.079200272381e-24,1.773981457459e-06,3.321944816325e-12,5.423243215496e-11,1.774039011836e-06,1.774037438285e-06
33,1.9,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.095367853706e-46,2.463204010378e-27,8.354884250041e-32,4.158233460150e-31,1.090144828273e-23,2.307255297089e-06,1.541902960916e-11,6.021623904422e-11,2.307330932358e-06,2.307328270446e-06
33,2.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.686786013715e-46,3.445559532197e-27,3.877986772086e-31,4.617037630225e-31,1.678742938304e-23,3.227416587746e-06,7.156866698950e-11,6.686027715427e-11,3.227555016690e-06,3.227549808194e-06
33,2.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.597526526305e-46,6.149066720889e-27,1.800000770000e-30,5.126464563186e-31,2.585140781129e-23,5.759761150173e-06,3.321920967247e-10,7.423739396715e-11,5.760167579664e-06,5.760150989964e-06
33,2.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.000000000001e-46,1.776674135550e-26,8.354861269778e-30,5.692099788307e-31,3.980926862459e-23,1.664190539305e-05,1.541898719883e-09,8.242847468787e-11,1.664352972025e-05,1.664339121743e-05
33,2.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,6.159706104239e-46,7.854063535429e-26,3.877982685553e-29,6.320145121594e-31,6.130334873803e-23,7.356812354739e-05,7.156859157209e-09,9.152332909714e-11,7.357537192988e-05,7.357266532859e-05
33,2.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,9.485494822648e-46,4.145050113167e-25,1.800000043300e-28,7.017486664601e-31,9.440265285797e-23,3.882621492174e-04,3.321919626115e-08,1.016216762562e-10,3.882954700354e-04,3.882200931058e-04
33,2.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.460696509020e-45,2.296409106913e-24,8.354859977503e-28,7.791770305972e-31,1.453731492664e-22,2.151020400213e-03,1.541898481392e-07,1.128342378605e-10,2.151174702895e-03,2.148862584814e-03
33,2.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.249365300762e-45,1.286977543546e-23,3.877982455750e-27,8.651485553558e-31,2.238639687321e-22,1.205497288114e-02,7.156858733106e-07,1.252839522295e-10,1.205568869229e-02,1.198331002756e-02
33,2.7,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,3.463857293441e-45,7.231628903940e-23,1.800000002435e-26,9.606058616250e-31,3.447340636795e-22,6.773784885417e-02,3.321919550697e-06,1.391073222445e-10,6.774117091283e-02,6.549768134031e-02
33,2.8,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,5.334085728654e-45,1.287766451031e-23,8.354859904833e-26,1.066595575613e-30,5.308651290963e-22,1.206236248820e-02,1.541898467981e-05,1.544559120119e-10,1.207778162733e-02,1.200513797499e-02
33,2.9,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,8.214100105830e-45,2.312643289381e-24,3.877982442827e-25,1.184279804410e-30,8.174932940554e-22,2.166226775054e-03,7.156858709257e-05,1.714980086641e-10,2.237795533644e-03,2.235293535887e-03
33,3.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.264911064067e-44,4.400227281755e-25,1.800000000137e-24,1.314948877729e-30,1.258879608392e-21,4.121643055732e-04,3.321919546456e-04,1.904204675160e-10,7.443564506393e-04,7.440794861009e-04
33,3.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.947870100664e-44,1.148169537236e-25,8.354859900746e-24,1.460035495513e-30,1.938582102078e-21,1.075477400809e-04,1.541898467227e-03,2.114307608108e-10,1.649446418738e-03,1.648086829620e-03
33,3.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.999576837330e-44,6.689863584808e-26,3.877982442101e-23,1.621130436549e-30,2.985274001934e-21,6.266319447280e-05,7.156858707916e-03,2.347592525158e-10,7.219522137148e-03,7.193523989560e-03
33,3.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.619127938758e-44,7.097663633429e-26,1.800000000008e-22,1.800000000311e-30,4.597102623134e-21,6.648301133884e-05,3.321919546218e-02,2.606617241121e-10,3.328567873418e-02,3.273780612416e-02
33,3.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,7.113117640157e-44,8.771620129584e-26,3.877982442194e-23,1.998605373277e-30,7.079200272381e-21,8.216277223798e-05,7.156858708089e-03,2.894221790711e-10,7.239021769749e-03,7.212883162337e-03
33,3.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.095367853706e-43,1.110482335466e-25,8.354859902938e-24,2.219124132059e-30,1.090144828273e-20,1.040176225774e-04,1.541898467631e-03,3.213559567674e-10,1.645916411565e-03,1.644562633984e-03
33,3.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.686786013845e-43,1.410701267667e-25,1.800000004330e-24,2.463974119132e-30,1.678742938433e-20,1.321387899143e-04,3.321919554195e-04,3.568131899719e-10,4.643311021470e-04,4.642233171440e-04
33,3.7,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.597554533956e-43,1.792947935345e-25,3.877982519057e-25,2.735839952946e-30,2.585168655232e-20,1.679434023248e-04,7.156858849940e-05,3.961826438369e-10,2.395123870069e-04,2.394837062050e-04
33,3.8,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.003406548369e-42,2.278922634402e-25,8.354861269778e-26,3.037702463128e-30,9.986220205926e-20,2.134641019472e-04,1.541898719883e-05,4.398959784675e-10,2.288835290420e-04,2.288573372053e-04
33,3.9,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.300006159706e-37,2.896647060056e-25,1.800002434954e-26,3.372871373546e-30,1.293807360633e-14,2.713256492338e-04,3.321924039937e-06,4.884324818249e-10,2.746480617192e-04,2.746103493929e-04
33,4.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.800765097136e-32,3.681816634573e-25,3.878025742339e-27,3.745021591699e-30,2.787410252656e-09,3.448715939580e-04,7.156938618977e-07,5.423243248670e-10,3.455906175545e-04,3.455309079956e-04
33,4.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,6.034065483697e-27,4.679816336808e-25,8.355629900503e-28,4.158233502481e-30,6.005293343470e-04,4.383530956840e-04,1.542040571518e-07,6.021623965722e-10,1.039037236251e-03,1.038497623970e-03
33,4.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.300000000000e-21,5.948335749902e-25,1.801369275146e-28,4.617037708446e-30,1.293801230299e+02,5.571738723225e-04,3.324446558354e-08,6.686027828700e-10,1.293806802377e+02,1.000000000000e+00
33,4.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,6.034065483696e-27,7.560702338500e-25,3.902331980041e-29,5.126464707727e-30,6.005293343469e-04,7.082024244326e-04,7.201796044596e-09,7.423739606027e-10,1.308739702949e-03,1.307883676624e-03
33,4.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.800765097574e-32,9.610119919887e-25,8.787862720900e-30,5.692100055396e-30,2.787410253092e-09,9.001690480123e-04,1.621809607884e-09,8.242847855564e-10,9.001742815169e-04,8.997692461916e-04
33,4.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.300082141001e-37,1.221505631969e-24,2.570000000000e-30,6.320145615135e-30,1.293882979628e-14,1.144170490106e-03,4.742962907635e-10,9.152333624421e-10,1.144171879648e-03,1.143517564576e-03
33,4.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.325251718904e-41,1.552609146800e-24,1.757073389936e-30,7.017487576590e-30,1.318932541826e-18,1.454311402211e-03,3.242698021190e-10,1.016216894629e-09,1.454312742698e-03,1.453255742386e-03
33,4.7,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.947870380740e-41,1.973462176222e-24,2.518502397335e-30,7.791771991192e-30,1.938582380819e-18,1.848519668086e-03,4.647923522704e-10,1.128342622645e-09,1.848521261221e-03,1.846813798051e-03
33,4.8,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.999576837331e-41,2.508392385170e-24,4.348028203966e-30,8.651488667591e-30,2.985274001935e-18,2.349582735931e-03,8.024333265665e-10,1.252839973245e-09,2.349584791205e-03,2.346826677423e-03
33,4.9,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.619127938758e-41,3.188321739222e-24,7.703877982442e-30,9.606064370515e-30,4.597102623134e-18,2.986464860665e-03,1.421759047302e-09,1.391074055732e-09,2.986467673498e-03,2.982012614982e-03
33,5.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,7.113117640156e-41,4.052553967592e-24,1.369358694329e-29,1.066596638914e-29,7.079200272381e-18,3.795981400270e-03,2.527166340253e-09,1.544560659909e-09,3.795985471997e-03,3.788789826879e-03
33,5.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.095367853706e-40,5.151046539065e-24,2.434971798330e-29,1.184281769232e-29,1.090144828273e-17,4.824926949915e-03,4.493766895181e-09,1.714982931940e-09,4.824933158665e-03,4.813311866837e-03
33,5.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.686786013714e-40,6.547298483823e-24,4.330032081948e-29,1.314952508425e-29,1.678742938304e-17,6.132780331949e-03,7.991121227062e-09,1.904209932846e-09,6.132790227280e-03,6.114023053939e-03
33,5.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.597526526305e-40,8.322020993437e-24,7.700000835486e-29,1.460042204493e-29,2.585140781129e-17,7.795142805345e-03,1.421043515621e-08,2.114317323522e-09,7.795159130097e-03,7.764855668390e-03
33,5.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.000000000000e-40,1.057780298032e-23,1.369275163730e-28,1.621142833738e-29,3.980926862459e-17,9.908108242387e-03,2.527012183625e-08,2.347610477783e-09,9.908135860119e-03,9.859211996762e-03
33,5.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,6.159706104239e-40,1.344504129210e-23,2.434953802208e-28,1.800022908454e-29,6.130334873803e-17,1.259381789331e-02,4.493733683142e-08,2.606650414877e-09,1.259386543730e-02,1.251489457773e-02
33,5.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,9.485494822648e-40,1.708947838058e-23,4.330028204801e-28,1.998647704084e-29,9.440265285796e-17,1.600752083545e-02,7.991114071745e-08,2.894283090829e-09,1.600760364087e-02,1.588016286698e-02
33,5.7,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.460696509019e-39,2.172178314485e-23,7.700000000180e-28,2.219202353033e-29,1.453731492664e-16,2.034654824043e-02,1.421043361465e-07,3.213672841084e-09,2.034669355844e-02,2.014109635789e-02
33,5.8,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.249365300762e-39,2.760972877487e-23,1.369275145734e-27,2.464118659742e-29,2.238639687321e-16,2.586172022237e-02,2.527012150413e-07,3.568341211967e-09,2.586197649192e-02,2.553041996293e-02
33,5.9,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,3.463857293441e-39,3.509367154338e-23,2.434953798330e-27,2.736107042284e-29,3.447340636795e-16,3.287184464690e-02,4.493733675987e-07,3.962213215964e-09,3.287229798248e-02,3.233787589533e-02
33,6.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,5.334085728654e-39,4.460622530692e-23,4.330028203966e-27,3.038196004106e-29,5.308651290963e-16,4.178214601346e-02,7.991114070204e-07,4.399674491577e-09,4.178294952454e-02,4.092207369749e-02
33,6.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,8.214100105829e-39,5.669726901253e-23,7.700000000000e-27,3.373783363143e-29,8.174932940554e-16,5.310768970353e-02,1.421043361432e-06,4.885645489253e-09,5.310911563253e-02,5.172346495704e-02
33,6.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.264911064067e-38,7.206573278417e-23,1.369275145730e-26,3.746706811492e-29,1.258879608392e-15,6.750315564782e-02,2.527012150406e-06,5.425683650317e-09,6.750568808565e-02,6.527759618019e-02
33,6.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.947870100664e-38,9.160000000303e-23,2.434953798330e-26,4.161347535533e-29,1.938582102078e-15,8.580068249723e-02,4.493733675985e-06,6.026133461412e-09,8.580518225704e-02,8.222698772848e-02
33,6.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.999576837330e-38,7.206573278530e-23,4.330028203966e-26,4.622791973790e-29,2.985274001934e-15,6.750315564888e-02,7.991114070203e-06,6.694360699397e-09,6.751115345732e-02,6.528270477157e-02
33,6.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.619127938758e-38,5.669726901484e-23,7.700000000000e-26,5.137097725778e-29,4.597102623133e-15,5.310768970570e-02,1.421043361431e-05,7.439137499456e-09,5.312190757845e-02,5.173559518161e-02
33,6.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,7.113117640156e-38,4.460622531050e-23,1.369275145730e-25,5.711748275647e-29,7.079200272381e-15,4.178214601681e-02,2.527012150406e-05,8.271300849816e-09,4.180742440962e-02,4.094554673227e-02
33,6.7,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.095367853706e-37,3.509367154835e-23,2.434953798330e-25,6.356452574945e-29,1.090144828273e-14,3.287184465155e-02,4.493733675985e-05,9.204910484086e-09,3.291679119323e-02,3.238092933236e-02
33,6.8,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.686786013714e-37,2.760972878139e-23,4.330028203966e-25,7.084577384920e-29,1.678742938304e-14,2.586172022848e-02,7.991114070203e-05,1.025932308578e-08,2.594164162852e-02,2.560804812297e-02
33,6.9,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.597526526305e-37,2.172178315316e-23,7.700000000000e-25,7.915743879924e-29,2.585140781129e-14,2.034654824822e-02,1.421043361431e-04,1.146295248341e-08,2.048866404734e-02,2.028019753113e-02
33,7.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.000000000000e-37,1.708947839098e-23,1.369275145730e-24,8.880570097070e-29,3.980926862459e-14,1.600752084519e-02,2.527012150406e-04,1.286013729000e-08,1.626023492041e-02,1.612875091877e-02
33,7.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,6.159706104238e-37,1.344504130494e-23,2.434953798330e-24,1.002937244357e-28,6.130334873803e-14,1.259381790534e-02,4.493733675985e-04,1.452374173584e-08,1.304320579674e-02,1.295851181491e-02
33,7.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,9.485494822647e-37,1.057780299605e-23,4.330028203966e-24,1.144817612619e-28,9.440265285796e-14,9.908108257125e-03,7.991114070203e-04,1.657834070264e-08,1.070723624258e-02,1.065011783048e-02
33,7.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.460696509019e-36,8.322021012617e-24,7.700000000000e-24,1.328822379646e-28,1.453731492664e-13,7.795142823310e-03,1.421043361432e-03,1.924295180318e-08,9.216205427839e-03,9.173866374898e-03
33,7.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.249365300762e-36,6.547298507120e-24,1.369275145730e-23,1.582041846097e-28,2.238639687321e-13,6.132780353771e-03,2.527012150406e-03,2.290987528609e-08,8.659815414276e-03,8.622427215577e-03
33,7.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,3.463857293440e-36,5.151046567296e-24,2.434953798330e-23,1.953583183004e-28,3.447340636795e-13,4.824926976358e-03,4.493733675985e-03,2.829024225500e-08,9.318688942931e-03,9.275404516835e-03
33,7.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,5.334085728654e-36,4.052554001745e-24,4.330028203966e-23,2.533132430897e-28,5.308651290963e-13,3.795981432261e-03,7.991114070203e-03,3.668281481821e-08,1.178713218581e-02,1.171793608460e-02
33,7.7,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,8.214100105829e-36,3.188321780494e-24,7.700000000000e-23,3.485242700817e-28,8.174932940554e-13,2.986464899325e-03,1.421043361431e-02,5.047052062149e-08,1.719694898498e-02,1.704992544959e-02
33,7.8,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.264911064067e-35,2.508392435007e-24,4.330028203966e-23,5.112680756013e-28,1.258879608392e-12,2.349582782614e-03,7.991114070203e-03,7.403778780370e-08,1.034077089186e-02,1.028748893753e-02
33,7.9,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.947870100664e-35,1.973462236370e-24,2.434953798330e-23,7.973467697205e-28,1.938582102078e-12,1.848519724426e-03,4.493733675985e-03,1.154654353748e-07,6.342368867786e-03,6.322298500000e-03
33,8.0,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.999576837330e-35,1.552609219366e-24,1.369275145730e-23,1.309713671029e-27,2.985274001934e-12,1.454311470183e-03,2.527012150406e-03,1.896623464025e-07,3.981513285920e-03,3.973597570890e-03
33,8.1,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.619127938758e-35,1.221505719493e-24,7.700000000000e-24,2.238432729297e-27,4.597102623133e-12,1.144170572089e-03,1.421043361432e-03,3.241520746814e-07,2.565538090192e-03,2.562249909931e-03
33,8.2,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,7.113117640156e-35,9.610120975291e-25,4.330028203966e-24,3.934515581404e-27,7.079200272381e-12,9.001691468708e-04,7.991114070203e-04,5.697653415652e-07,1.699850326312e-03,1.698406399015e-03
33,8.3,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.095367853706e-34,7.560703610552e-25,2.434953798330e-24,7.046359169295e-27,1.090144828273e-11,7.082025435843e-04,4.493733675985e-04,1.020397849702e-06,1.158596319934e-03,1.157925406349e-03
33,8.4,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,1.686786013714e-34,5.948337280445e-25,1.369275145730e-24,1.277185955428e-26,1.678742938304e-11,5.571740156867e-04,2.527012150406e-04,1.849519406090e-06,8.117247669208e-04,8.113954074946e-04
33,8.5,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,2.597526526305e-34,4.679818164147e-25,7.700000000000e-25,2.332427770138e-26,2.585140781129e-11,4.383532668488e-04,1.421043361432e-04,3.377636910144e-06,5.838352657535e-04,5.836648671079e-04
33,8.6,748.3,-41.70,231.45,1000.0,425.000000,4.000000,0.788100,0.618400,4.000000000000e-34,3.681818736617e-25,4.330028203966e-25,4.279308650284e-26,3.980926862458e-11,3.448717908541e-04,7.991114070203e-05,6.196955392211e-06,4.309799267577e-04,4.308870682496e-04
