Longueur_onde_m
3.999999999999999819e-06
4.048024012006003242e-06
4.096048024012005818e-06
4.144072036018009241e-06
4.192096048024011817e-06
4.240120060030014393e-06
4.288144072036017816e-06
4.336168084042021239e-06
4.384192096048023815e-06
4.432216108054026391e-06
4.480240120060029814e-06
4.528264132066032390e-06
4.576288144072035813e-06
4.624312156078039237e-06
4.672336168084041813e-06
4.720360180090045236e-06
4.768384192096047812e-06
4.816408204102050388e-06
4.864432216108053811e-06
4.912456228114057234e-06
4.960480240120059810e-06
5.008504252126062386e-06
5.056528264132065809e-06
5.104552276138068385e-06
5.152576288144071808e-06
5.200600300150075231e-06
5.248624312156077807e-06
5.296648324162081230e-06
5.344672336168084653e-06
5.392696348174086382e-06
5.440720360180089805e-06
5.488744372186093228e-06
5.536768384192095804e-06
5.584792396198098380e-06
5.632816408204101803e-06
5.680840420210104379e-06
5.728864432216107802e-06
5.776888444222111225e-06
5.824912456228113801e-06
5.872936468234117225e-06
5.920960480240120648e-06
5.968984492246122377e-06
6.017008504252125800e-06
6.065032516258129223e-06
6.113056528264131799e-06
6.161080540270134375e-06
6.209104552276137798e-06
6.257128564282140374e-06
6.305152576288143797e-06
6.353176588294147220e-06
6.401200600300149796e-06
6.449224612306153219e-06
6.497248624312156642e-06
6.545272636318159218e-06
6.593296648324161794e-06
6.641320660330165217e-06
6.689344672336167793e-06
6.737368684342170369e-06
6.785392696348172945e-06
6.833416708354176368e-06
6.881440720360179791e-06
6.929464732366182367e-06
6.977488744372185790e-06
7.025512756378189213e-06
7.073536768384192637e-06
7.121560780390195213e-06
7.169584792396197789e-06
7.217608804402200365e-06
7.265632816408203788e-06
7.313656828414206364e-06
7.361680840420208940e-06
7.409704852426212363e-06
7.457728864432215786e-06
7.505752876438218362e-06
7.553776888444221785e-06
7.601800900450225208e-06
7.649824912456228631e-06
7.697848924462232054e-06
7.745872936468233783e-06
7.793896948474237206e-06
7.841920960480240629e-06
7.889944972486242358e-06
7.937968984492245781e-06
7.985992996498249204e-06
8.034017008504250933e-06
8.082041020510254356e-06
8.130065032516257779e-06
8.178089044522261202e-06
8.226113056528264625e-06
8.274137068534266354e-06
8.322161080540268083e-06
8.370185092546271507e-06
8.418209104552274930e-06
8.466233116558278353e-06
8.514257128564281776e-06
8.562281140570285199e-06
8.610305152576286928e-06
8.658329164582290351e-06
8.706353176588293774e-06
8.754377188594297197e-06
8.802401200600300620e-06
8.850425212606304043e-06
8.898449224612305772e-06
8.946473236618309195e-06
8.994497248624312618e-06
9.042521260630316041e-06
9.090545272636319464e-06
9.138569284642321193e-06
9.186593296648322922e-06
9.234617308654326345e-06
9.282641320660329768e-06
9.330665332666333191e-06
9.378689344672336614e-06
9.426713356678336649e-06
9.474737368684340072e-06
9.522761380690343495e-06
9.570785392696346919e-06
9.618809404702350342e-06
9.666833416708353765e-06
9.714857428714355494e-06
9.762881440720358917e-06
9.810905452726362340e-06
9.858929464732365763e-06
9.906953476738369186e-06
9.954977488744372609e-06
1.000300150075037603e-05
1.005102551275637776e-05
1.009904952476238118e-05
1.014707353676838461e-05
1.019509754877438803e-05
1.024312156078039145e-05
1.029114557278639488e-05
1.033916958479239491e-05
1.038719359679839833e-05
1.043521760880440176e-05
1.048324162081040518e-05
1.053126563281640860e-05
1.057928964482241033e-05
1.062731365682841206e-05
1.067533766883441548e-05
1.072336168084041891e-05
1.077138569284642233e-05
1.081940970485242575e-05
1.086743371685842748e-05
1.091545772886443091e-05
1.096348174087043433e-05
1.101150575287643775e-05
1.105952976488244117e-05
1.110755377688844460e-05
1.115557778889444633e-05
1.120360180090044975e-05
1.125162581290645317e-05
1.129964982491245660e-05
1.134767383691846002e-05
1.139569784892446344e-05
1.144372186093046517e-05
1.149174587293646690e-05
1.153976988494247032e-05
1.158779389694847375e-05
1.163581790895447717e-05
1.168384192096048059e-05
1.173186593296648232e-05
1.177988994497248405e-05
1.182791395697848747e-05
1.187593796898449090e-05
1.192396198099049432e-05
1.197198599299649774e-05
1.202001000500249947e-05
1.206803401700850289e-05
1.211605802901450632e-05
1.216408204102050974e-05
1.221210605302651316e-05
1.226013006503251659e-05
1.230815407703851832e-05
1.235617808904452174e-05
1.240420210105052516e-05
1.245222611305652858e-05
1.250025012506253031e-05
1.254827413706853374e-05
1.259629814907453547e-05
1.264432216108053889e-05
1.269234617308654231e-05
1.274037018509254574e-05
1.278839419709854916e-05
1.283641820910455258e-05
1.288444222111055431e-05
1.293246623311655773e-05
1.298049024512256116e-05
1.302851425712856458e-05
1.307653826913456631e-05
1.312456228114056973e-05
1.317258629314657146e-05
1.322061030515257488e-05
1.326863431715857831e-05
1.331665832916458173e-05
1.336468234117058515e-05
1.341270635317658858e-05
1.346073036518259030e-05
1.350875437718859373e-05
1.355677838919459715e-05
1.360480240120060057e-05
1.365282641320660400e-05
1.370085042521260573e-05
1.374887443721860745e-05
1.379689844922461088e-05
1.384492246123061430e-05
1.389294647323661772e-05
1.394097048524262115e-05
1.398899449724862457e-05
1.403701850925462630e-05
1.408504252126062972e-05
1.413306653326663315e-05
1.418109054527263657e-05
1.422911455727863999e-05
1.427713856928464172e-05
1.432516258129064345e-05
1.437318659329664687e-05
1.442121060530265030e-05
1.446923461730865372e-05
1.451725862931465714e-05
1.456528264132066056e-05
1.461330665332666229e-05
1.466133066533266572e-05
1.470935467733866914e-05
1.475737868934467256e-05
1.480540270135067599e-05
1.485342671335667602e-05
1.490145072536267944e-05
1.494947473736868287e-05
1.499749874937468629e-05
1.504552276138068971e-05
1.509354677338669314e-05
1.514157078539269656e-05
1.518959479739869829e-05
1.523761880940470171e-05
1.528564282141070513e-05
1.533366683341670856e-05
1.538169084542271198e-05
1.542971485742871202e-05
1.547773886943471544e-05
1.552576288144071886e-05
1.557378689344672228e-05
1.562181090545272571e-05
1.566983491745872913e-05
1.571785892946473255e-05
1.576588294147073598e-05
1.581390695347673940e-05
1.586193096548273943e-05
1.590995497748874286e-05
1.595797898949474628e-05
1.600600300150074970e-05
1.605402701350675313e-05
1.610205102551275655e-05
1.615007503751875997e-05
1.619809904952476340e-05
1.624612306153076682e-05
1.629414707353677024e-05
1.634217108554277367e-05
1.639019509754877709e-05
1.643821910955478051e-05
1.648624312156078055e-05
1.653426713356678397e-05
1.658229114557278739e-05
1.663031515757878743e-05
1.667833916958479085e-05
1.672636318159079427e-05
1.677438719359679770e-05
1.682241120560280112e-05
1.687043521760880454e-05
1.691845922961480797e-05
1.696648324162081139e-05
1.701450725362681142e-05
1.706253126563281485e-05
1.711055527763881827e-05
1.715857928964482169e-05
1.720660330165082173e-05
1.725462731365682515e-05
1.730265132566282857e-05
1.735067533766883200e-05
1.739869934967483542e-05
1.744672336168083884e-05
1.749474737368684227e-05
1.754277138569284569e-05
1.759079539769884572e-05
1.763881940970484915e-05
1.768684342171085257e-05
1.773486743371685599e-05
1.778289144572285942e-05
1.783091545772886284e-05
1.787893946973486626e-05
1.792696348174086969e-05
1.797498749374687311e-05
1.802301150575287653e-05
1.807103551775887995e-05
1.811905952976488338e-05
1.816708354177088341e-05
1.821510755377688684e-05
1.826313156578289026e-05
1.831115557778889368e-05
1.835917958979489710e-05
1.840720360180090053e-05
1.845522761380690395e-05
1.850325162581290737e-05
1.855127563781891080e-05
1.859929964982491422e-05
1.864732366183091764e-05
1.869534767383692107e-05
1.874337168584292110e-05
1.879139569784892452e-05
1.883941970985492795e-05
1.888744372186093137e-05
1.893546773386693141e-05
1.898349174587293483e-05
1.903151575787893825e-05
1.907953976988494167e-05
1.912756378189094510e-05
1.917558779389694852e-05
1.922361180590295194e-05
1.927163581790895537e-05
1.931965982991495540e-05
1.936768384192095882e-05
1.941570785392696225e-05
1.946373186593296567e-05
1.951175587793896909e-05
1.955977988994496913e-05
1.960780390195097255e-05
1.965582791395697597e-05
1.970385192596297940e-05
1.975187593796898282e-05
1.979989994997498624e-05
1.984792396198098628e-05
1.989594797398698970e-05
1.994397198599299312e-05
1.999199599799899655e-05
2.004002001000499997e-05
2.008804402201100339e-05
2.013606803401700682e-05
2.018409204602301024e-05
2.023211605802901366e-05
2.028014007003501709e-05
2.032816408204102051e-05
2.037618809404702393e-05
2.042421210605302736e-05
2.047223611805902739e-05
2.052026013006503081e-05
2.056828414207103424e-05
2.061630815407703766e-05
2.066433216608304108e-05
2.071235617808904451e-05
2.076038019009504793e-05
2.080840420210105135e-05
2.085642821410705477e-05
2.090445222611305820e-05
2.095247623811906162e-05
2.100050025012505827e-05
2.104852426213106169e-05
2.109654827413706511e-05
2.114457228614306854e-05
2.119259629814907196e-05
2.124062031015507538e-05
2.128864432216107881e-05
2.133666833416708223e-05
2.138469234617308565e-05
2.143271635817908908e-05
2.148074037018509250e-05
2.152876438219109592e-05
2.157678839419709596e-05
2.162481240620309938e-05
2.167283641820910280e-05
2.172086043021510623e-05
2.176888444222110965e-05
2.181690845422711307e-05
2.186493246623311649e-05
2.191295647823911992e-05
2.196098049024512334e-05
2.200900450225112676e-05
2.205702851425713019e-05
2.210505252626313361e-05
2.215307653826913026e-05
2.220110055027513368e-05
2.224912456228113710e-05
2.229714857428714053e-05
2.234517258629314395e-05
2.239319659829914737e-05
2.244122061030515080e-05
2.248924462231115422e-05
2.253726863431715764e-05
2.258529264632316106e-05
2.263331665832916449e-05
2.268134067033516791e-05
2.272936468234116795e-05
2.277738869434717137e-05
2.282541270635317479e-05
2.287343671835917821e-05
2.292146073036518164e-05
2.296948474237118506e-05
2.301750875437718848e-05
2.306553276638319191e-05
2.311355677838919533e-05
2.316158079039519875e-05
2.320960480240120218e-05
2.325762881440720560e-05
2.330565282641320563e-05
2.335367683841920567e-05
2.340170085042520909e-05
2.344972486243121251e-05
2.349774887443721594e-05
2.354577288644321936e-05
2.359379689844922278e-05
2.364182091045522621e-05
2.368984492246122963e-05
2.373786893446723305e-05
2.378589294647323648e-05
2.383391695847923990e-05
2.388194097048523993e-05
2.392996498249124336e-05
2.397798899449724678e-05
2.402601300650325020e-05
2.407403701850925363e-05
2.412206103051525705e-05
2.417008504252126047e-05
2.421810905452726390e-05
2.426613306653326732e-05
2.431415707853927074e-05
2.436218109054527416e-05
2.441020510255127759e-05
2.445822911455727762e-05
2.450625312656327766e-05
2.455427713856928108e-05
2.460230115057528450e-05
2.465032516258128793e-05
2.469834917458729135e-05
2.474637318659329477e-05
2.479439719859929820e-05
2.484242121060530162e-05
2.489044522261130504e-05
2.493846923461730847e-05
2.498649324662331189e-05
2.503451725862931192e-05
2.508254127063531535e-05
2.513056528264131877e-05
2.517858929464732219e-05
2.522661330665332562e-05
2.527463731865932904e-05
