altitude_km,longueur_onde_um,nombre_onde_cm_1,pression_Pa,epaisseur_couche_m,temperature_K,CO2_ppm,H2O_ppm,CH4_ppm,O3_ppm,sigma_CO2_m2_molecule,sigma_H2O_m2_molecule,sigma_CH4_m2_molecule,sigma_O3_m2_molecule,tau_CO2,tau_H2O,tau_CH4,tau_O3,emissivite
1,45.7,218.81838074,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.991305613548e-34,1.714348699040e-25,6.123972369860e-31,1.180604417819e-28,2.938286444229e-09,3.450471589323e+01,2.689250382145e-08,2.728656198631e-07,1.000000000000e+00
1,45.8,218.34061135,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.653556510663e-33,1.315253385996e-25,2.324189806408e-30,1.483695522813e-29,6.535626053268e-08,2.647211995834e+01,1.020633005436e-07,3.429171468530e-08,9.999999999968e-01
1,45.9,217.86492375,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.899546232466e-34,1.378324188050e-25,6.244342009728e-30,2.370739481020e-29,5.794980173021e-09,2.774154671337e+01,2.742108899536e-07,5.479339974162e-08,9.999999999991e-01
1,46.0,217.39130435,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.088699936674e-34,1.349869787545e-25,3.436253844472e-30,8.744673228641e-29,2.051678933170e-09,2.716884466863e+01,1.508979206025e-07,2.021100925103e-07,9.999999999984e-01
1,46.1,216.91973970,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.365136857728e-34,2.266922566805e-24,8.458114979154e-31,1.405386653308e-29,3.305491744894e-09,4.562637645617e+02,3.714254011311e-08,3.248181139375e-08,1.000000000000e+00
1,46.2,216.45021645,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,7.238179158319e-33,1.528459639025e-25,9.689853015362e-31,3.179385396716e-29,7.109886601177e-08,3.076332465406e+01,4.255153248688e-08,7.348312050717e-08,1.000000000000e+00
1,46.3,215.98272138,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.376784097731e-34,2.397112869518e-25,1.355134197503e-29,4.578693439432e-29,6.263759271964e-09,4.824671816944e+01,5.950868061437e-07,1.058244408252e-07,1.000000000000e+00
1,46.4,215.51724138,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.269898946854e-34,6.170482930950e-25,3.855343777945e-29,6.527713738626e-29,2.229666295247e-09,1.241933805973e+02,1.693016248598e-06,1.508709122798e-07,1.000000000000e+00
1,46.5,215.05376344,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.684410599143e-34,3.930133981464e-24,1.010762367667e-30,5.226046263828e-29,3.619106543111e-09,7.910185164120e+02,4.438610952726e-08,1.207862965520e-07,1.000000000000e+00
1,46.6,214.59227468,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,8.179189765999e-33,4.812149891383e-23,1.289332496874e-30,3.734128587431e-29,8.034218337759e-08,9.685419595837e+03,5.661909787503e-08,8.630454843972e-08,1.000000000000e+00
1,46.7,214.13276231,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.761839755134e-34,8.953812562871e-24,5.599622289100e-30,1.690744190238e-29,6.641990039591e-09,1.802134879655e+03,2.458989928652e-07,3.907709936844e-08,1.000000000000e+00
1,46.8,213.67521368,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.408102848393e-34,6.457491899210e-24,4.593624967000e-29,6.518878687819e-29,2.365420612222e-09,1.299700133875e+03,2.017221331489e-06,1.506667133476e-07,1.000000000000e+00
1,46.9,213.21961620,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.896729827850e-34,1.393211791664e-24,5.167323561734e-29,2.094351377714e-29,3.827662535762e-09,2.804118968176e+02,2.269152442857e-06,4.840541660406e-08,1.000000000000e+00
1,47.0,212.76595745,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,8.681000677863e-33,6.827647709561e-24,1.376586393743e-30,1.213599049479e-28,8.527134940202e-08,1.374201436204e+03,6.045072155530e-08,2.804914600549e-07,1.000000000000e+00
1,47.1,212.31422505,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,7.000287477553e-34,3.286967967583e-24,4.889464622650e-31,4.092778508612e-28,6.876211413451e-09,6.615684191618e+02,2.147134867828e-08,9.459379686027e-07,1.000000000000e+00
1,47.2,211.86440678,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.488586744892e-34,8.443238668898e-25,4.701859811091e-31,9.331671424097e-29,2.444477978006e-09,1.699371613559e+02,2.064751035781e-08,2.156770099336e-07,1.000000000000e+00
1,47.3,211.41649049,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.999171249546e-34,7.702564903589e-25,5.348272637839e-31,4.985550094414e-29,3.928288242255e-09,1.550296120015e+02,2.348613508759e-08,1.152278609447e-07,1.000000000000e+00
1,47.4,210.97046414,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,8.828016137096e-33,3.612444641177e-24,1.478048162789e-30,1.745896772439e-29,8.671544635085e-08,7.270771465200e+02,6.490626257836e-08,4.035180606124e-08,1.000000000000e+00
1,47.5,210.52631579,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,7.054755752449e-34,1.176241320588e-24,3.754215940283e-30,1.114843545079e-28,6.929714269543e-09,2.367422252631e+02,1.648607479313e-07,2.576667259475e-07,1.000000000000e+00
1,47.6,210.08403361,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.507264690789e-34,1.486039599235e-24,1.187367956867e-28,1.959573279881e-29,2.462824868069e-09,2.990953602753e+02,5.214147842120e-06,4.529037581189e-08,1.000000000000e+00
1,47.7,209.64360587,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,4.005808958717e-34,2.638692519594e-24,1.214446781057e-29,1.761827509762e-28,3.934808301853e-09,5.310899455237e+02,5.333060426801e-07,4.072000310072e-07,1.000000000000e+00
1,47.8,209.20502092,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,8.398168623035e-33,6.515520627357e-24,1.159779086584e-29,1.988337749661e-29,8.249315920664e-08,1.311379582633e+03,5.092995466715e-07,4.595519077939e-08,1.000000000000e+00
1,47.9,208.76826722,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.002214558047e-33,3.552774306230e-23,1.667462144019e-29,7.268809712957e-29,9.844508821775e-09,7.150672913736e+03,7.322409274874e-07,1.679993940441e-07,1.000000000000e+00
1,48.0,208.33333333,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.537445966720e-34,1.859909056436e-22,7.938939682919e-30,1.849217024199e-29,2.492471198265e-09,3.743441087307e+04,3.486265986631e-07,4.273978158591e-08,1.000000000000e+00
1,48.1,207.90020790,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.904283572895e-34,1.194368142055e-23,1.641447820166e-30,4.146244097240e-29,3.835082395027e-09,2.403906126951e+03,7.208171283361e-08,9.582951313935e-08,1.000000000000e+00
1,48.2,207.46887967,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,8.346489878390e-33,3.826935093072e-24,4.772093524930e-30,2.296918505696e-29,8.198553152006e-08,7.702476643299e+02,2.095593115134e-07,5.308722230514e-08,1.000000000000e+00
1,48.3,207.03933747,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.587013778121e-34,1.859497619431e-24,2.549512491739e-30,2.248701858021e-29,6.470262752339e-09,3.742612987575e+02,1.119580074599e-07,5.197282147309e-08,1.000000000000e+00
1,48.4,206.61157025,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.355555110441e-34,1.095683922184e-24,2.658765648118e-30,5.715200749039e-29,5.260630980351e-09,2.205284284633e+02,1.167556955421e-07,1.320918142853e-07,1.000000000000e+00
1,48.5,206.18556701,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.693546742224e-34,9.395828322413e-25,2.762083465848e-30,1.685921549038e-29,3.628080753317e-09,1.891099442184e+02,1.212927421522e-07,3.896563671758e-08,1.000000000000e+00
1,48.6,205.76131687,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,7.726214742574e-33,1.597124410372e-24,2.110396726915e-30,7.518373764809e-29,7.589272035759e-08,3.214534129311e+02,9.267489893105e-08,1.737674098736e-07,1.000000000000e+00
1,48.7,205.33880903,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.461663265028e-34,1.816294647470e-24,6.032920997520e-31,3.503184336466e-29,5.364858429006e-09,3.655658316447e+02,2.649266541090e-08,8.096688027228e-08,1.000000000000e+00
1,48.8,204.91803279,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.721732018145e-34,2.328454003627e-24,1.584298857948e-30,8.374396314507e-29,3.655766461454e-09,4.686482038957e+02,6.957210209072e-08,1.935521167674e-07,1.000000000000e+00
1,48.9,204.49897751,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.162020457719e-34,3.374142352914e-24,2.207173214454e-29,3.312572317802e-29,5.070526617893e-09,6.791140176780e+02,9.692469286181e-07,7.656138543920e-08,1.000000000000e+00
1,49.0,204.08163265,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.612326996323e-33,5.277877770853e-24,4.340034987627e-30,1.356125863270e-28,6.495127308326e-08,1.062279063206e+03,1.905861105194e-07,3.134327796073e-07,1.000000000000e+00
1,49.1,203.66598778,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,4.280248112827e-34,1.104924606991e-23,2.910334209543e-30,2.152381088482e-29,4.204383180006e-09,2.223883021524e+03,1.278029506420e-07,4.974662054674e-08,1.000000000000e+00
1,49.2,203.25203252,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.712049279607e-34,3.798514383731e-23,2.162653131455e-30,1.295378935444e-28,1.681704192088e-09,7.645274249071e+03,9.496966036023e-08,2.993927270157e-07,1.000000000000e+00
1,49.3,202.83975659,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.711890501087e-34,4.410263240531e-22,3.813949051760e-30,7.215689727348e-29,5.610650531410e-09,8.876541873545e+04,1.674838377032e-07,1.667716654687e-07,1.000000000000e+00
1,49.4,202.42914980,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.082557191056e-33,3.617532836947e-22,3.073734280469e-30,1.249680328242e-28,4.992471791869e-08,7.281012482651e+04,1.349784190576e-07,2.888306974376e-07,1.000000000000e+00
1,49.5,202.02020202,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.997689498041e-34,2.641454132024e-23,2.225231218726e-30,5.341363123917e-29,2.944557178046e-09,5.316457755738e+03,9.771768296622e-08,1.234515420851e-07,1.000000000000e+00
1,49.6,201.61290323,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.121553408130e-34,9.243505753230e-24,3.292427884155e-30,1.289978720785e-28,1.101674519869e-09,1.860441461245e+03,1.445820198214e-07,2.981446096123e-07,1.000000000000e+00
1,49.7,201.20724346,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.882516396310e-34,4.736369993955e-24,9.425461959901e-30,1.929319028316e-29,1.849149877319e-09,9.532897309523e+02,4.139049892240e-07,4.459112846179e-08,1.000000000000e+00
1,49.8,200.80321285,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.803212303966e-33,2.892460948320e-24,3.793669119656e-30,1.565938415478e-28,2.753526980237e-08,5.821659462275e+02,1.665932749791e-07,3.619254256191e-07,1.000000000000e+00
1,49.9,200.40080160,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.534793269663e-34,2.005743370855e-24,6.194242055851e-29,3.696616754440e-29,2.489865518736e-09,4.036961978903e+02,2.720108258126e-06,8.543756120788e-08,1.000000000000e+00
1,50.0,200.00000000,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.967156356993e-35,1.484392884318e-24,2.572621953409e-30,8.256000382681e-29,5.861391947027e-10,2.987639257754e+02,1.129728247203e-07,1.908157065999e-07,1.000000000000e+00
1,50.1,199.60079840,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,4.424931265692e-35,9.306708355305e-25,5.447739091324e-30,2.917579599480e-29,4.346501907308e-10,1.873162256201e+02,2.392292706164e-07,6.743216897180e-08,1.000000000000e+00
1,50.2,199.20318725,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.199785493086e-34,1.033429704923e-24,3.286717644003e-30,5.681755586992e-29,1.178519986173e-09,2.079985150277e+02,1.443312632114e-07,1.313188174427e-07,1.000000000000e+00
1,50.3,198.80715706,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.716494618056e-34,2.768650141139e-25,1.653293988261e-29,7.685244837853e-29,1.686070739473e-09,5.572465308909e+01,7.260191949282e-07,1.776241952707e-07,1.000000000000e+00
1,50.4,198.41269841,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.220731225306e-33,6.825601718942e-25,9.157321449065e-30,4.497804242192e-29,1.199094467352e-08,1.373789639437e+02,4.021300018844e-07,1.039549000533e-07,1.000000000000e+00
1,50.5,198.01980198,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.009919368010e-34,2.063973387784e-24,2.974805938877e-30,1.422249128083e-28,9.920191288207e-10,4.154161600645e+02,1.306341296918e-07,3.287154309073e-07,1.000000000000e+00
1,50.6,197.62845850,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.032483809847e-34,7.205036797358e-24,4.950019140452e-30,4.458016878687e-29,1.014183628921e-09,1.450158581112e+03,2.173726473783e-07,1.030353199263e-07,1.000000000000e+00
1,50.7,197.23865878,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.475156768029e-34,2.800561898788e-24,9.391785554486e-30,1.470444344335e-28,5.378112767436e-09,5.636694140066e+02,4.124261405183e-07,3.398544859188e-07,1.000000000000e+00
1,50.8,196.85039370,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.392180169782e-33,4.377206664626e-25,2.359539253436e-29,3.941256248900e-29,2.349780153920e-08,8.810008865374e+01,1.036156183561e-06,9.109175886217e-08,1.000000000000e+00
1,50.9,196.46365422,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.767971562572e-34,4.326939206922e-25,5.278929571069e-29,1.364558005388e-28,2.718910860690e-09,8.708835495702e+01,2.318162543675e-06,3.153816471968e-07,1.000000000000e+00
1,51.0,196.07843137,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.745978630768e-34,1.885186042980e-24,2.713320590637e-29,6.507123803977e-29,1.715032165040e-09,3.794316107064e+02,1.191513938104e-06,1.503950301642e-07,1.000000000000e+00
1,51.1,195.69471624,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.344670109985e-34,1.022758182602e-23,4.421858093313e-29,1.273912475399e-28,6.232214486156e-09,2.058506565083e+03,1.941792491710e-06,2.944313200974e-07,1.000000000000e+00
1,51.2,195.31250000,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.796096542563e-33,1.157490652449e-24,1.965888096819e-29,7.990855672757e-29,2.746537341607e-08,2.329682761399e+02,8.632901973305e-07,1.846875848908e-07,1.000000000000e+00
1,51.3,194.93177388,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.180995019763e-34,1.585499100606e-24,2.562004554562e-29,1.659612731682e-28,3.124613714961e-09,3.191135855035e+02,1.125065776149e-06,3.835757768887e-07,1.000000000000e+00
1,51.4,194.55252918,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.324713250448e-34,1.215024344042e-23,4.700292994336e-30,4.862578462238e-28,3.265784622773e-09,2.445480888340e+03,2.064062991763e-07,1.123856955138e-06,1.000000000000e+00
1,51.5,194.17475728,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.251795416153e-33,1.217267631456e-23,2.550178119248e-30,4.225470381302e-28,1.229608063305e-08,2.449995955487e+03,1.119872374911e-07,9.766062005235e-07,1.000000000000e+00
1,51.6,193.79844961,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.634017681761e-33,4.240880461825e-24,2.248413161718e-30,1.733082480486e-28,1.605055659376e-08,8.535624960918e+02,9.873568313483e-08,4.005563744929e-07,1.000000000000e+00
1,51.7,193.42359768,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.875655987191e-34,6.992317207499e-23,1.741355472808e-30,1.324434068075e-28,6.753788944481e-09,1.407344484907e+04,7.646900717165e-08,3.061080557539e-07,1.000000000000e+00
1,51.8,193.05019305,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,4.089442738246e-34,1.948739308026e-24,1.599072654330e-30,7.506377518055e-29,4.016959720805e-09,3.922229836383e+02,7.022087114400e-08,1.734901482221e-07,1.000000000000e+00
1,51.9,192.67822736,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,2.897613142619e-33,6.596189827663e-25,6.294161562739e-30,1.086541689072e-28,2.846254618390e-08,1.327615881814e+02,2.763986407121e-07,2.511254972631e-07,1.000000000000e+00
1,52.0,192.30769231,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.167023459148e-33,3.192074358554e-25,1.272408993336e-29,7.811214466574e-29,1.146338640419e-08,6.424691716081e+01,5.587592766441e-07,1.805356514965e-07,1.000000000000e+00
1,52.1,191.93857965,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.558981425930e-34,2.353798303661e-25,1.180414279544e-29,1.450769889354e-28,3.495900529758e-09,4.737492540652e+01,5.183611813756e-07,3.353072537783e-07,1.000000000000e+00
1,52.2,191.57088123,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.825628830372e-34,1.985136243468e-25,2.796854920317e-29,6.130276324007e-29,6.704648490207e-09,3.995485990018e+01,1.228196782906e-06,1.416851930957e-07,1.000000000000e+00
1,52.3,191.20458891,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,7.959847645370e-33,2.002161030250e-25,2.607128372239e-29,2.295047135062e-28,7.818763929901e-08,4.029751797868e+01,1.144881222170e-06,5.304397050122e-07,1.000000000000e+00
1,52.4,190.83969466,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,9.106279860672e-34,1.800236143244e-25,6.605279163056e-30,4.517686337681e-29,8.944876294412e-09,3.623337346605e+01,2.900609023131e-07,1.044144223309e-07,1.000000000000e+00
1,52.5,190.47619048,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.614457322961e-34,2.415039267760e-25,2.815623544660e-30,3.220951656115e-28,3.550393148463e-09,4.860752299209e+01,1.236438742068e-07,7.444381512808e-07,1.000000000000e+00
1,52.6,190.11406844,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,7.783976008373e-34,3.406029664003e-25,1.176058862734e-30,7.927801896905e-29,7.646009516386e-09,6.855319804316e+01,5.164485655743e-08,1.832302629146e-07,1.000000000000e+00
1,52.7,189.75332068,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.282864789770e-32,5.151877039073e-25,2.581932817131e-30,2.378567665092e-28,1.260126750168e-07,1.036918881495e+02,1.133816973002e-07,5.497432760084e-07,1.000000000000e+00
1,52.8,189.39393939,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,6.645225824117e-34,8.681972973983e-25,1.778775361304e-30,6.819072394968e-29,6.527443023344e-09,1.747421694476e+02,7.811224530793e-08,1.576049003257e-07,1.000000000000e+00
1,52.9,189.03591682,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,4.809830090840e-34,1.752756905899e-24,5.175412876944e-30,1.155539104805e-28,4.724578622442e-09,3.527775831242e+02,2.272704743995e-07,2.670724328572e-07,1.000000000000e+00
1,53.0,188.67924528,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.337220009822e-33,5.144824061207e-24,2.020328402318e-30,1.204803967291e-28,1.313518555248e-08,1.035499327832e+03,8.871968388903e-08,2.784587084265e-07,1.000000000000e+00
1,53.1,188.32391714,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,4.230954286473e-33,5.240947096895e-23,5.615160696828e-31,7.360715122243e-29,4.155963058335e-08,1.054846022230e+04,2.465813386760e-08,1.701235455461e-07,1.000000000000e+00
1,53.2,187.96992481,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.448729838448e-34,2.369464929295e-23,2.602408272037e-30,1.801968574186e-28,5.352154239964e-09,4.769024776002e+03,1.142808461141e-07,4.164775809306e-07,1.000000000000e+00
1,53.3,187.61726079,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.251512342022e-34,3.870778252216e-24,1.255312451853e-29,1.018497695226e-28,5.158432310085e-09,7.790719819906e+02,5.512515875270e-07,2.353989200299e-07,1.000000000000e+00
1,53.4,187.26591760,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.760084479053e-33,1.489898554598e-24,6.164429867993e-30,2.597466230003e-28,3.693439147079e-08,2.998720526631e+02,2.707016684104e-07,6.003359145757e-07,1.000000000000e+00
1,53.5,186.91588785,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.443480655207e-33,7.931795313451e-25,7.926433880051e-30,9.086408883394e-29,1.417895791888e-08,1.596433350853e+02,3.480774251347e-07,2.100084122062e-07,1.000000000000e+00
1,53.6,186.56716418,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,5.121569192993e-34,4.924144606543e-25,3.198751666733e-30,2.638200601092e-28,5.030792328539e-09,9.910831487264e+01,1.404683695910e-07,6.097505917098e-07,1.000000000000e+00
1,53.7,186.21973929,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,7.103614596675e-34,3.420673316571e-25,7.469661856615e-30,1.618545437372e-28,6.977707118893e-09,6.884793100605e+01,3.280189685580e-07,3.740841533197e-07,1.000000000000e+00
1,53.8,185.87360595,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.310760891577e-32,2.679133438769e-25,7.103856911158e-29,1.245705102691e-28,1.287528409635e-07,5.392294939561e+01,3.119551944267e-06,2.879119287395e-07,1.000000000000e+00
1,53.9,185.52875696,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,7.841924003805e-34,5.101059034367e-25,3.732902176519e-29,1.865933907142e-28,7.702930416971e-09,1.026690735869e+02,1.639247860444e-06,4.312614831110e-07,1.000000000000e+00
1,54.0,185.18518519,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,4.068858375013e-34,1.955815281109e-25,6.410134548900e-29,6.802324415858e-29,3.996740203555e-09,3.936471655509e+01,2.814914200147e-06,1.572178148946e-07,1.000000000000e+00
1,54.1,184.84288355,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,1.476049098188e-33,1.664551634914e-25,3.219458973311e-30,2.408831880353e-28,1.449886977974e-08,3.350244981343e+01,1.413776998225e-07,5.567380523553e-07,1.000000000000e+00
1,54.2,184.50184502,8.987470e+04,1000.0,281.65,4.250000000000e+02,8.708330000000e+03,1.900000000000e+00,1.000000000000e-01,3.217254334134e-33,1.804731847244e-25,1.279328823595e-30,2.590068611695e-28,3.160230353865e-08,3.632385855193e+01,5.617980160515e-08,5.986261499208e-07,1.000000000000e+00
